id,batch_no,platform_name,page_url,sku_id
1505684,2023102801,京东,https://item.jd.com/10026593708576.html,10026593708576
1505683,2023102801,京东,https://item.jd.com/10032646336714.html,10032646336714
1505682,2023102801,京东,https://item.jd.com/10026593708575.html,10026593708575
1505681,2023102801,京东,https://item.jd.com/10026475891110.html,10026475891110
1505680,2023102801,京东,https://item.jd.com/10026593708574.html,10026593708574
1505679,2023102801,京东,https://item.jd.com/10040777727754.html,10040777727754
1505678,2023102801,京东,https://item.jd.com/10027559204632.html,10027559204632
1505677,2023102801,京东,https://item.jd.com/10035712562309.html,10035712562309
1505676,2023102801,京东,https://item.jd.com/10026593708577.html,10026593708577
1505675,2023102801,京东,https://item.jd.com/10030762921154.html,10030762921154
1505674,2023102801,京东,https://item.jd.com/10055934320663.html,10055934320663
1505673,2023102801,京东,https://item.jd.com/10046671684267.html,10046671684267
1505672,2023102801,京东,https://item.jd.com/10026593708573.html,10026593708573
1505671,2023102801,京东,https://item.jd.com/10026475891107.html,10026475891107
1505670,2023102801,京东,https://item.jd.com/10042841121201.html,10042841121201
1505669,2023102801,京东,https://item.jd.com/10026475891106.html,10026475891106
1505668,2023102801,京东,https://item.jd.com/10030762921150.html,10030762921150
1505667,2023102801,京东,https://item.jd.com/10030762921155.html,10030762921155
1505666,2023102801,京东,https://item.jd.com/10030762921153.html,10030762921153
1505665,2023102801,京东,https://item.jd.com/10030762921152.html,10030762921152
1505664,2023102801,京东,https://item.jd.com/10030762921151.html,10030762921151
1505663,2023102801,京东,https://item.jd.com/10046671684260.html,10046671684260
1505662,2023102801,京东,https://item.jd.com/10046671684264.html,10046671684264
1505661,2023102801,京东,https://item.jd.com/10046671684268.html,10046671684268
1505660,2023102801,京东,https://item.jd.com/10046671684266.html,10046671684266
1505659,2023102801,京东,https://item.jd.com/10046671684263.html,10046671684263
1505658,2023102801,京东,https://item.jd.com/10046671684273.html,10046671684273
1505657,2023102801,京东,https://item.jd.com/10046671684269.html,10046671684269
1505656,2023102801,京东,https://item.jd.com/10046671684261.html,10046671684261
1505655,2023102801,京东,https://item.jd.com/10046671684271.html,10046671684271
1505654,2023102801,京东,https://item.jd.com/10046671684265.html,10046671684265
1505653,2023102801,京东,https://item.jd.com/10046671684270.html,10046671684270
1505652,2023102801,京东,https://item.jd.com/10046671684262.html,10046671684262
1505651,2023102801,京东,https://item.jd.com/10046671684272.html,10046671684272
1505650,2023102801,京东,https://item.jd.com/10067011040617.html,10067011040617
1505649,2023102801,京东,https://item.jd.com/10021343136376.html,10021343136376
1505648,2023102801,京东,https://item.jd.com/10067011040613.html,10067011040613
1505647,2023102801,京东,https://item.jd.com/10067011040612.html,10067011040612
1505646,2023102801,京东,https://item.jd.com/10029396089206.html,10029396089206
1505645,2023102801,京东,https://item.jd.com/10067011040616.html,10067011040616
1505644,2023102801,京东,https://item.jd.com/10067011019610.html,10067011019610
1505643,2023102801,京东,https://item.jd.com/10067011040619.html,10067011040619
1505642,2023102801,京东,https://item.jd.com/10067011040611.html,10067011040611
1505641,2023102801,京东,https://item.jd.com/10029196464358.html,10029196464358
1505640,2023102801,京东,https://item.jd.com/10067011040618.html,10067011040618
1505639,2023102801,京东,https://item.jd.com/10029396089205.html,10029396089205
1505638,2023102801,京东,https://item.jd.com/10067011576897.html,10067011576897
1505637,2023102801,京东,https://item.jd.com/10067011040621.html,10067011040621
1505636,2023102801,京东,https://item.jd.com/10067011040620.html,10067011040620
1505635,2023102801,京东,https://item.jd.com/10067011040615.html,10067011040615
1505634,2023102801,京东,https://item.jd.com/10067011040614.html,10067011040614
1505633,2023102801,京东,https://item.jd.com/10029196464360.html,10029196464360
1505632,2023102801,京东,https://item.jd.com/10029196464359.html,10029196464359
1505631,2023102801,京东,https://item.jd.com/10067011040622.html,10067011040622
1505630,2023102801,京东,https://item.jd.com/10021343379783.html,10021343379783
1505629,2023102801,京东,https://item.jd.com/10061966897147.html,10061966897147
1505628,2023102801,京东,https://item.jd.com/100013376007.html,100013376007
1505627,2023102801,京东,https://item.jd.com/10066984162218.html,10066984162218
1505626,2023102801,京东,https://item.jd.com/10066984162217.html,10066984162217
1505625,2023102801,京东,https://item.jd.com/10053914659780.html,10053914659780
1505624,2023102801,京东,https://item.jd.com/10061718179720.html,10061718179720
1505623,2023102801,京东,https://item.jd.com/10073084331730.html,10073084331730
1505622,2023102801,京东,https://item.jd.com/10073084331729.html,10073084331729
1505621,2023102801,京东,https://item.jd.com/10075818618223.html,10075818618223
1505620,2023102801,京东,https://item.jd.com/51591916831.html,51591916831
1505619,2023102801,京东,https://item.jd.com/10055957303917.html,10055957303917
1505618,2023102801,京东,https://item.jd.com/10055957303920.html,10055957303920
1505617,2023102801,京东,https://item.jd.com/100049551944.html,100049551944
1505616,2023102801,京东,https://item.jd.com/10055828432918.html,10055828432918
1505615,2023102801,京东,https://item.jd.com/10055333022405.html,10055333022405
1505614,2023102801,京东,https://item.jd.com/10055333022406.html,10055333022406
1505613,2023102801,京东,https://item.jd.com/10069300331348.html,10069300331348
1505612,2023102801,京东,https://item.jd.com/10069068371103.html,10069068371103
1505611,2023102801,京东,https://item.jd.com/10067166528447.html,10067166528447
1505610,2023102801,京东,https://item.jd.com/10067226171143.html,10067226171143
1505609,2023102801,京东,https://item.jd.com/10069386543509.html,10069386543509
1505608,2023102801,京东,https://item.jd.com/100020789514.html,100020789514
1505607,2023102801,京东,https://item.jd.com/100015940852.html,100015940852
1505606,2023102801,京东,https://item.jd.com/100020789524.html,100020789524
1505605,2023102801,京东,https://item.jd.com/100009015209.html,100009015209
1505604,2023102801,京东,https://item.jd.com/100009010295.html,100009010295
1505603,2023102801,京东,https://item.jd.com/100015940840.html,100015940840
1505602,2023102801,京东,https://item.jd.com/10076537277724.html,10076537277724
1505601,2023102801,京东,https://item.jd.com/10076537277725.html,10076537277725
1505600,2023102801,京东,https://item.jd.com/10076537277723.html,10076537277723
1505599,2023102801,京东,https://item.jd.com/100049551902.html,100049551902
1505598,2023102801,京东,https://item.jd.com/100049551904.html,100049551904
1505597,2023102801,京东,https://item.jd.com/10042636738146.html,10042636738146
1505596,2023102801,京东,https://item.jd.com/10042636738145.html,10042636738145
1505595,2023102801,京东,https://item.jd.com/10042636738144.html,10042636738144
1505594,2023102801,京东,https://item.jd.com/10048803682489.html,10048803682489
1505593,2023102801,京东,https://item.jd.com/10067391174289.html,10067391174289
1505592,2023102801,京东,https://item.jd.com/10046563299396.html,10046563299396
1505591,2023102801,京东,https://item.jd.com/10066891661124.html,10066891661124
1505590,2023102801,京东,https://item.jd.com/10053468439867.html,10053468439867
1505589,2023102801,京东,https://item.jd.com/10053474516081.html,10053474516081
1505588,2023102801,京东,https://item.jd.com/10041545877352.html,10041545877352
1505587,2023102801,京东,https://item.jd.com/10034677690567.html,10034677690567
1505586,2023102801,京东,https://item.jd.com/55712160562.html,55712160562
1505585,2023102801,京东,https://item.jd.com/10031534047315.html,10031534047315
1505584,2023102801,京东,https://item.jd.com/40489831499.html,40489831499
1505583,2023102801,京东,https://item.jd.com/55712160560.html,55712160560
1505582,2023102801,京东,https://item.jd.com/10041545877351.html,10041545877351
1505581,2023102801,京东,https://item.jd.com/10071526127848.html,10071526127848
1505580,2023102801,京东,https://item.jd.com/10071526127850.html,10071526127850
1505579,2023102801,京东,https://item.jd.com/10071526127849.html,10071526127849
1505578,2023102801,京东,https://item.jd.com/10071526127854.html,10071526127854
1505577,2023102801,京东,https://item.jd.com/10071526127852.html,10071526127852
1505576,2023102801,京东,https://item.jd.com/10071526127857.html,10071526127857
1505575,2023102801,京东,https://item.jd.com/10071526127847.html,10071526127847
1505574,2023102801,京东,https://item.jd.com/10071526127851.html,10071526127851
1505573,2023102801,京东,https://item.jd.com/10071526127855.html,10071526127855
1505572,2023102801,京东,https://item.jd.com/10071526127856.html,10071526127856
1505571,2023102801,京东,https://item.jd.com/10071526127859.html,10071526127859
1505570,2023102801,京东,https://item.jd.com/10071526127853.html,10071526127853
1505569,2023102801,京东,https://item.jd.com/10071526127858.html,10071526127858
1505568,2023102801,京东,https://item.jd.com/10026596088939.html,10026596088939
1505567,2023102801,京东,https://item.jd.com/10026596088941.html,10026596088941
1505566,2023102801,京东,https://item.jd.com/10026596088940.html,10026596088940
1505565,2023102801,京东,https://item.jd.com/10026596088945.html,10026596088945
1505564,2023102801,京东,https://item.jd.com/10026596088943.html,10026596088943
1505563,2023102801,京东,https://item.jd.com/10026596088946.html,10026596088946
1505562,2023102801,京东,https://item.jd.com/10026596088948.html,10026596088948
1505561,2023102801,京东,https://item.jd.com/10026596088938.html,10026596088938
1505560,2023102801,京东,https://item.jd.com/10026596088947.html,10026596088947
1505559,2023102801,京东,https://item.jd.com/10026596088950.html,10026596088950
1505558,2023102801,京东,https://item.jd.com/10026596088944.html,10026596088944
1505557,2023102801,京东,https://item.jd.com/10026596088942.html,10026596088942
1505556,2023102801,京东,https://item.jd.com/10026596088949.html,10026596088949
1505555,2023102801,京东,https://item.jd.com/10024096443367.html,10024096443367
1505554,2023102801,京东,https://item.jd.com/10024096443366.html,10024096443366
1505553,2023102801,京东,https://item.jd.com/10024096443368.html,10024096443368
1505552,2023102801,京东,https://item.jd.com/10024096443372.html,10024096443372
1505551,2023102801,京东,https://item.jd.com/10024096443373.html,10024096443373
1505550,2023102801,京东,https://item.jd.com/10024096443375.html,10024096443375
1505549,2023102801,京东,https://item.jd.com/66186446583.html,66186446583
1505548,2023102801,京东,https://item.jd.com/66186446582.html,66186446582
1505547,2023102801,京东,https://item.jd.com/10024096443371.html,10024096443371
1505546,2023102801,京东,https://item.jd.com/10024096443369.html,10024096443369
1505545,2023102801,京东,https://item.jd.com/10024096443376.html,10024096443376
1505544,2023102801,京东,https://item.jd.com/10024096443370.html,10024096443370
1505543,2023102801,京东,https://item.jd.com/10024096443374.html,10024096443374
1505542,2023102801,京东,https://item.jd.com/10033293590735.html,10033293590735
1505541,2023102801,京东,https://item.jd.com/10068159071493.html,10068159071493
1505540,2023102801,京东,https://item.jd.com/10026752543218.html,10026752543218
1505539,2023102801,京东,https://item.jd.com/10026752543220.html,10026752543220
1505538,2023102801,京东,https://item.jd.com/10060619898797.html,10060619898797
1505537,2023102801,京东,https://item.jd.com/10028104873672.html,10028104873672
1505536,2023102801,京东,https://item.jd.com/10071280529276.html,10071280529276
1505535,2023102801,京东,https://item.jd.com/10020574417156.html,10020574417156
1505534,2023102801,京东,https://item.jd.com/10020574417157.html,10020574417157
1505533,2023102801,京东,https://item.jd.com/10066597132911.html,10066597132911
1505532,2023102801,京东,https://item.jd.com/10026752543219.html,10026752543219
1505531,2023102801,京东,https://item.jd.com/10026752543217.html,10026752543217
1505530,2023102801,京东,https://item.jd.com/10033293354912.html,10033293354912
1505529,2023102801,京东,https://item.jd.com/1981649878.html,1981649878
1505528,2023102801,京东,https://item.jd.com/1981649875.html,1981649875
1505527,2023102801,京东,https://item.jd.com/10044844764594.html,10044844764594
1505526,2023102801,京东,https://item.jd.com/10044844764602.html,10044844764602
1505525,2023102801,京东,https://item.jd.com/10044844764595.html,10044844764595
1505524,2023102801,京东,https://item.jd.com/10044844764603.html,10044844764603
1505523,2023102801,京东,https://item.jd.com/10044844764599.html,10044844764599
1505522,2023102801,京东,https://item.jd.com/10044844764601.html,10044844764601
1505521,2023102801,京东,https://item.jd.com/10044844764605.html,10044844764605
1505520,2023102801,京东,https://item.jd.com/10044844764593.html,10044844764593
1505519,2023102801,京东,https://item.jd.com/10044844764604.html,10044844764604
1505518,2023102801,京东,https://item.jd.com/10044844764596.html,10044844764596
1505517,2023102801,京东,https://item.jd.com/10044844764600.html,10044844764600
1505516,2023102801,京东,https://item.jd.com/10044844764598.html,10044844764598
1505515,2023102801,京东,https://item.jd.com/10044844764597.html,10044844764597
1505514,2023102801,京东,https://item.jd.com/10053156239110.html,10053156239110
1505513,2023102801,京东,https://item.jd.com/10044170251871.html,10044170251871
1505512,2023102801,京东,https://item.jd.com/10044170251872.html,10044170251872
1505511,2023102801,京东,https://item.jd.com/10027856177183.html,10027856177183
1505510,2023102801,京东,https://item.jd.com/10044170251869.html,10044170251869
1505509,2023102801,京东,https://item.jd.com/10071761651252.html,10071761651252
1505508,2023102801,京东,https://item.jd.com/10071761651251.html,10071761651251
1505507,2023102801,京东,https://item.jd.com/10071761651250.html,10071761651250
1505506,2023102801,京东,https://item.jd.com/10074141500614.html,10074141500614
1505505,2023102801,京东,https://item.jd.com/10052691411858.html,10052691411858
1505504,2023102801,京东,https://item.jd.com/10074141500613.html,10074141500613
1505503,2023102801,京东,https://item.jd.com/10052691411857.html,10052691411857
1505502,2023102801,京东,https://item.jd.com/10074141500615.html,10074141500615
